3851	Eve Young	One Silver Dollar	1950
3852	Matchbox Twenty	Unwell	2003
3853	Bobby Helms	My Special Angel	1957
3854	Nino Tempo & April Stevens	Deep Purple	1963
3855	Marvin Gaye & Tammi Terrell	Ain't No Mountain High Enough	1967
3856	The Fugees	No Woman, No Cry	1996
3857	Coldplay	The Scientist	2002
3858	Luv'	You're The Greatest Lover	1978
3859	Los Lonely Boys	Heaven	2004
3860	Hilary Duff	Wake Up	2005
3861	Atlantic Starr	Secret Lovers	1986
3862	Tony! Toni! Tone!	If I Had No Loot	1993
3863	The Staple Singers	Respect Yourself	1971
3864	Conway Twitty	Mona Lisa	1959
3865	Ke$ha	Blow	2011
3866	Martika	I Feel the Earth Move	1989
3867	Genesis	Misunderstanding	1980
3868	Shaun Cassidy	That's Rock 'n' Roll	1977
3869	Henry Mancini	Days Of Wine & Roses	1963
3870	Chuck Berry	No Particular Place to Go	1964
3871	DHT & Edmee	Listen to Your Heart	2005
3872	Stevie Wonder	For Once in My Life	1968
3873	David Rose	The Stripper	1962
3874	Donna Summer	Love is in Control (Finger On the Trigger)	1982
3875	Mason Williams	Classical Gas	1968
3876	Foreigner	Cold As Ice	1977
3877	Train	Drive By	2012
3878	Baz Luhrmann	Everybody's Free (To Wear Sunscreen)	1999
3879	The O'Jays	For The Love of Money	1974
3880	Eddy Duchin	Lovely to Look At	1935
3881	Wizzard	See My Baby Jive	1973
3882	Matthews Southern Comfort	Woodstock	1971
3883	Sylvers	Hot Line	1977
3884	Bread	If	1971
3885	Nora Bayes	Make Believe	1921
3886	Chords	Sh-Boom (Life Could Be a Dream)	1954
3887	Rupert Holmes	Him	1980
3888	Joe Thomas	I Wanna Know	2000
3889	Guy Lombardo	Boo Hoo	1937
3890	Fleetwood Mac	You Make Loving Fun	1977
3891	Diana Ross	Ain't No Mountain High Enough	1970
3892	Culture Club	Miss Me Blind	1984
3893	Gavin Degraw	I Don't Want to Be	2005
3894	Link Wray	Rumble	1958
3895	Bruce Springsteen	Brilliant Disguise	1987
3896	Pat Boone	Johnny Will	1961
3897	Merry Macs	Mairzy Doates	1944
3898	Peter Bjorn & John	Young Folks	2006
3899	Bread	Everything I Own	1972
3900	Tony Christie	I Did What I Did For Maria	1971
3901	Roxette	Dressed For Success	1989
3902	Swing Out Sister	Am I the Same Girl	1992
3903	Fleetwood Mac	Sara	1980
3904	Gerry & the Pacemakers	You'll Never Walk Alone	1963
3905	Bad Meets Evil & Bruno Mars	Lighters	2011
3906	Alexander Rybak	Fairytale	2009
3907	James Brown	Papa's Got a Brand New Bag	1965
3908	P Diddy & Nicole Scherzinger	Come to Me	2006
3909	Timbaland & Katy Perry	If We Ever Meet Again	2010
3910	The Imperials	Tears On My Pillow	1958
3911	The Drifters	Up On the Roof	1963
3912	Floyd Cramer	Last Date	1960
3913	The Marbles	Only One Woman	1969
3914	Jim Croce	Time in a Bottle	1973
3915	Madcon	Beggin'	2008
3916	Toni Braxton	You Mean The World To Me	1994
3917	Sting	Let Your Soul Be Your Pilot	1996
3918	ATB	9pm (Till I Come)	1998
3919	Guy Lombardo	Winter Wonderland	1934
3920	D:Ream	Things Can Only Get Better	1994
3921	Bob Azzam	Mustapha	1960
3922	Debbie Reynolds & Carleton Carpenter	The Aba Daba Honeymoon	1951
3923	Queen	I Want it All	1989
3924	Bonnie Raitt	Something to Talk About	1991
3925	Slade	Mama Weer All Crazee Now	1972
3926	Kay Kyser	Who Wouldn't Love You?	1942
3927	Lionel Richie	Do it to Me	1992
3928	Alanis Morissette	Everything	2004
3929	Shep & the Limelites	Daddy's Home	1961
3930	John Lee Hooker	Boogie Chillun	1948
3931	Simple Minds	Belfast Child	1989
3932	Blu Cantrell	Hit 'Em Up Style (Oops!)	2001
3933	Tony Martin	Stranger in Paradise	1954
3934	Corinne Bailey Rae	Put Your Records On	2006
3935	Frank Sinatra	All or Nothing at All	1943
3936	Stevie Wonder	Signed, Sealed, Delivered, I'm Yours	1970
3937	Nicki Minaj	Starships	2012
3938	David Guetta & Nicki Minaj	Turn Me On	2012
3939	Stromae	Alors on Danse	2010
3940	Counting Crows	A Long December	1997
3941	Shania Twain	From This Moment On	1998
3942	The Rolling Stones	Have You Seen Your Mother, Baby	1966
3943	DJ BoBo	Chihuahua	2003
3944	Mika	Relax, Take It Easy	2007
3945	Sting	If You Love Somebody Set Them Free	1985
3946	Cat Stevens	Another Saturday Night	1974
3947	Bobby Rydell	Swingin' School	1960
3948	Aaliyah	Miss You	2003
3949	Duran Duran	Save a Prayer	1983
3950	Sue Thompson	Norman	1962
3951	En Vogue	Hold On	1990
3952	Tears For Fears	Head Over Heels	1985
3953	Jade	Don't Walk Away	1993
3954	Billy J Kramer & The Dakotas	Little Children	1964
3955	Joe Jackson	Steppin' Out	1982
3956	Johnny Logan	Hold Me Now	1987
3957	Jimmy Soul	If You Wanna Be Happy	1963
3958	Ultra Nate	Free	1997
3959	Ian Dury & The Blockheads	Hit Me With Your Rhythm Stick	1979
3960	The Shangri-Las	Remember (Walkin' in the Sand)	1964
3961	Prince	Alphabet Street	1988
3962	Eternal & Bebe Winans	I Wanna Be the Only One	1997
3963	Clint Holmes	Playground In My Mind	1973
3964	Adam & The Ants	Stand & Deliver	1981
3965	Dire Straits	So Far Away	1985
3966	Prince	Little Red Corvette	1983
3967	The Supremes	The Happening	1967
3968	Air Supply	Lost in Love	1980
3969	The Pretenders	Back On the Chain Gang	1982
3970	Holly Johnson	Love Train	1989
3971	Andy Kim	Baby, I Love You	1969
3972	Teresa Brewer	Longing For You	1951
3973	Perry Como	They Say It's Wonderful	1946
3974	The Black Eyed Peas	Rock That Body	2010
3975	Counting Crows	Big Yellow Taxi	2003
3976	Anita O'Day	Tennessee Waltz	1951
3977	Mr Big	Wild World	1993
3978	Ed Sheeran	Thinking Out Loud	2014
3979	Kenny Rogers	Ruby Don't Take Your Love to Town	1969
3980	George Michael	Amazing	2004
3981	Madonna	Dress You Up	1985
3982	The Eurythmics	Love is a Stranger	1983
3983	4 The Cause	Stand By Me	1998
3984	Nick Cave & The Bad Seeds & Kylie Minogue	Where the Wild Roses Grow	1995
3985	Esther & Abi Ofarim	Cinderella Rockefella	1968
3986	Olivia Newton-John	Heart Attack	1982
3987	Boy Meets Girl	Waiting For a Star to Fall	1988
3988	Hoagy Carmichael	My Resistance is Low	1951
3989	Weezer	Buddy Holly	1995
3990	The Fortunes	You've Got Your Troubles	1965
3991	Wayne Fontana & The Mindbenders	The Game of Love	1965
3992	September	Cry For You	2008
3993	Paul Revere & The Raiders	Indian Reservation (The Lament Of The Cherokee Reservation Indian)	1971
3994	Shep Fields & his Rippling Rhythm Orchestra	That Old Feeling	1937
3995	Lil' Louis	French Kiss	1989
3996	Chicago	Saturday in the Park	1972
3997	The Rolling Stones	We Love You	1967
3998	Bob Dylan	Blowin' in the Wind	1963
3999	Tom Jones	What's New Pussycat?	1965
4000	Flo-Rida	I Cry	2012
4001	Dire Straits	Private Investigations	1982
4002	Queen	Body Language	1982
4003	Diana Ross & The Supremes & The Temptations	I'm Gonna Make You Love Me	1969
4004	Crowded House	Weather With You	1992
4005	Mariah Carey	Thank God I Found You	2000
4006	Raydio	Jack & Jill	1978
4007	Mikis Theodorakis	Zorba The Greek	1965
4008	Shinedown	Second Chance	2009
4009	Bill Monroe	Blue Moon of Kentucky	1947
4010	Finger Eleven	Paralyzer	2007
4011	Eddie Fisher	Cindy, Oh Cindy	1956
4012	Bananarama	Cruel Summer	1983
4013	Redbone	Witch Queen of New Orleans	1971
4014	Fatboy Slim	The Rockafeller Skank	1998
4015	Jay Sean	Do You Remember?	2010
4016	Alain Barriere & Noelle Cordier	Tu t'en vas	1975
4017	Tommy Dorsey	Music, Maestro, Please	1938
4018	Sarah McLachlan	Building a Mystery	1997
4019	Daft Punk	Around the World	1997
4020	Edward Bear	The Last Song	1973
4021	Ray Conniff	Somewhere My Love	1966
4022	Blue Cheer	Summertime Blues	1968
4023	Pink	Try	2012
4024	Modern Talking	Atlantis Is Calling (S.O.S. For Love)	1986
4025	Falco	Jeanny Part I	1986
4026	James Blunt	Goodbye My Lover	2006
4027	Diana Ross & The Supremes	Reflections	1967
4028	Lale Andersen	Lied eines jungen Wachtposten (Lili Marlen)	1944
4029	Mick Jagger	Just Another Night	1985
4030	Francoise Hardy	Tous les garcons & les filles	1962
4031	Pitbull & T-Pain	Hey Baby (Drop It To The Floor)	2011
4032	Talking Heads	Road to Nowhere	1985
4033	Bobby Bloom	Montego Bay	1970
4034	Gerry & the Pacemakers	I Like It	1963
4035	Oasis	Stop Crying Your Heart Out	2002
4036	Bobby Sherman	Little Woman	1969
4037	Meat Loaf	Paradise By the Dashboard Light	1978
4038	Chauncy Olcott	When Irish Eyes Are Smiling	1913
4039	Redbone	Come & Get Your Love	1974
4040	Christina Aguilera	Can't Hold Us Down	2003
4041	Gene Autry	Back in the Saddle Again	1939
4042	Billy Ward & The Dominoes	Sixty Minute Man	1951
4043	Ten Sharp	You	1991
4044	Steve Miller Band	Jet Airliner	1977
4045	Art Tatum	Tea For Two	1939
4046	Depeche Mode	Shake the Disease	1985
4047	Queen	Bohemian Rhapsody (1991)	1992
4048	Chic	Dance Dance Dance (Yowsah Yowsah Yowsah)	1978
4049	Prince	Partyman	1989
4050	Justin Bieber	Boyfriend	2012
4051	Cornershop	Brimful of Asha	1998
4052	The Carter Family	Can the Circle be Unbroken (Bye & Bye)	1935
4053	Take That	Shine	2007
4054	Francis Lai	Theme From 'Love Story'	1971
4055	Duke Ellington	Mood Indigo	1931
4056	Sailor	A Glass of Champagne	1976
4057	Gareth Gates	Unchained Melody	2003
4058	Tommy Steele	Singing The Blues	1957
4059	Kelly Clarkson	Already Gone	2009
4060	The Human League	(Keep Feeling) Fascination	1983
4061	Michel Telo	Ai se eu te pego!	2012
4062	Mariah Carey	Make it Happen	1992
4063	Spencer Davis Group	I'm a Man	1967
4064	Simply Red	Sunrise	2003
4065	Larry Clinton	My Reverie	1938
4066	Eddy Duchin	Let's Fall in Love	1934
4067	REO Speedwagon	Take it On the Run	1981
4068	Gerry & the Pacemakers	How Do You Do It?	1963
4069	Glenn Miller	The Woodpecker Song	1940
4070	Radiohead	Paranoid Android	1997
4071	Righeira	Vamos a la playa	1983
4072	Tommy Page	I'll Be Your Everything	1990
4073	Kelly Clarkson	Never Again	2007
4074	Archie Bell & The Drells	Tighten Up	1968
4075	Martha Tilton	And the Angels Sing	1939
4076	Bobby Vinton	There! I've Said it Again	1964
4077	Maxi Priest & Shaggy	That Girl	1996
4078	Annie Lennox	Walking On Broken Glass	1992
4079	Stevie Wonder	That Girl	1982
4080	Bon Jovi	In These Arms	1993
4081	Take That	Pray	1993
4082	Cappella	Move On Baby	1994
4083	Boney M	Brown Girl in the Ring	1978
4084	The Thompson Twins	Doctor! Doctor!	1984
4085	Sting	When We Dance	1994
4086	Anne Shelton	Lay Down Your Arms	1956
4087	Chairman of The Board	Give Me Just a Little More Time	1970
4088	Five	Keep On Moving	1999
4089	Double You	Please Don't Go	1992
4090	Limp Bizkit	Rollin'	2001
4091	Doctor & The Medics	Spirit in the Sky	1986
4092	Vaughn Monroe	When The Lights Go On Again (All Over The World)	1943
4093	Elvin Bishop	Fooled Around & Fell in Love	1976
4094	Nicki Minaj	Super Bass	2011
4095	Roger Williams	Autumn Leaves (Les Feuilles Mortes)	1955
4096	Neil Sedaka	Calendar Girl	1961
4097	Brothers Johnson	I'll Be Good to You	1976
4098	Aaron Neville	Tell it Like it Is	1966
4099	Ken Griffin	You Can't Be True, Dear	1948
4100	Del Shannon	Keep Searchin' (We'll Follow the Sun)	1965
4101	P Diddy & R Kelly	Satisfy You	1999
4102	P Diddy	Been Around the World	1997
4103	Madonna	Jump	2006
4104	Eydie Gorme	Blame it On the Bossa Nova	1963
4105	Felix	Don't You Want Me	1992
4106	Taylor Swift	Today Was A Fairytale	2010
4107	Lenny Kravitz	Again	2000
4108	No Doubt	Underneath it All	2002
4109	Mel & Kim	Showing Out (Get Fresh At the Weekend)	1986
4110	Marillion	Kayleigh	1985
4111	Pink	Blow Me (One Last Kiss)	2012
4112	Madonna	Rescue Me	1991
4113	Depeche Mode	Dream On	2001
4114	Orchestral Manoeuvres In The Dark	Enola Gay	1981
4115	Tina Turner	Goldeneye	1995
4116	Depeche Mode	It's No Good	1997
4117	Dusty Springfield	You Don't Have to Say You Love Me	1966
4118	The Commodores	Sail On	1979
4119	J Frank Wilson & the Cavaliers	The Last Kiss	1964
4120	Ottawan	DISCO	1980
4121	Jason Donovan	Too Many Broken Hearts	1989
4122	Elton John & Kiki Dee	True Love	1993
4123	Ted Lewis & his Orchestra	When My Baby Smiles At Me	1920
4124	Eros Ramazzotti	Piu Bella Cosa	1996
4125	Aerosmith	Walk This Way	1977
4126	Eddie Cantor	If You Knew Susie (Like I Know Susie)	1925
4127	Racey	Lay Your Love on Me	1979
4128	LL Cool J	Hey Lover	1996
4129	Mama Cass	Dream a Little Dream of Me	1968
4130	The Four Tops	Bernadette	1967
4131	The Walker Brothers	The Sun Ain't Gonna Shine (Anymore)	1966
4132	The Backstreet Boys	The Call	2001
4133	Oasis	All Around the World	1998
4134	Irish Rovers	The Unicorn	1968
4135	Whitesnake	Is This Love?	1987
4136	Puddle of Mudd	Blurry	2002
4137	Stevie Nicks & Tom Petty	Stop Draggin' My Heart Around	1981
4138	Rihanna	Where Have You Been?	2012
4139	Gloria Estefan & Miami Sound Machine	1-2-2003	1988
4140	Truth Hurts	Addictive	2002
4141	Elvis Presley	King Creole	1958
4142	James Taylor	Handy Man	1977
4143	The Detroit Spinners	I'll Be Around	1972
4144	Westlife	Unbreakable	2002
4145	Al Green	Tired of Being Alone	1971
4146	War	Low Rider	1975
4147	Mary Mary	Shackles (Praise You)	2000
4148	Dinah Shore	Along the Navajo Trail	1945
4149	Tears For Fears	Break it Down Again	1993
4150	Bruce Springsteen	Secret Garden	1995
4151	John Lennon	Watching the Wheels	1981
4152	Rednex	Old Pop in an Oak	1995
4153	Miriam Makeba	Pata Pata	1967
4154	Wayne Wonder	No Letting Go	2003
4155	702	Where My Girls At?	1999
4156	Sniff & The Tears	Driver's Seat	1979
4157	Corey Hart	Never Surrender	1985
4158	Jennifer Lopez	I'm Gonna Be Alright	2002
4159	The Sweet	Love is Like Oxygen	1978
4160	10,000 Maniacs	Because the Night	1994
4161	Deep Purple	Hush	1968
4162	Dario G	Sunchyme	1997
4163	Benny Mardones	Into the Night	1980
4164	Aretha Franklin	Freeway of Love	1985
4165	Diana Ross	Why Do Fools Fall in Love?	1981
4166	Tiziano Ferro	Perdono	2002
4167	Michael Jackson	Who is It	1992
4168	Edie Brickell & The New Bohemians	What I Am	1989
4169	Len Barry	1-2-2003	1965
4170	George Olsen	Always	1926
4171	Shamen	Ebeneezer Goode	1992
4172	Barry Manilow	Ready To Take A Chance	1978
4173	Linda Ronstadt	It's So Easy	1977
4174	The Dixie Chicks	Not Ready To Make Nice	2006
4175	Bob Dylan	Hurricane	1976
4176	Mac Davis	Baby Don't Get Hooked On Me	1972
4177	Van & Schenck	Ain't We Got Fun?	1921
4178	Duke Ellington	Three Little Words	1930
4179	Ellie Goulding	Love Me Like You Do	2015
4180	Rod Stewart	Reason to Believe	1971
4181	Billy Preston	Nothing From Nothing	1974
4182	Blind Willie Johnson	Dark Was the Night, Cold Was the Ground	1927
4183	Michael Jackson	Leave Me Alone	1989
4184	Mouth & MacNeal	Hello-A	1972
4185	Good Charlotte	Lifestyles of the Rich & Famous	2003
4186	Bon Jovi	Midnight in Chelsea	1997
4187	Whistling Jack Smith	I Was Kaiser Bill's Batman	1967
4188	John Lennon	Nobody Told Me	1984
4189	Chantays	Pipeline	1963
4190	Dr Dre & Snoop Dogg	Nuthin' But a 'G' Thang	1993
4191	Brotherhood of Man	Angelo	1977
4192	Sean Paul	Gimme the Light	2002
4193	Johnny Horton	North to Alaska	1960
4194	The Chemical Brothers	Block Rockin' Beats	1997
4195	Al Jolson	My Mammy	1928
4196	Mike & The Mechanics	All I Need is a Miracle	1986
4197	The Allman Brothers Band	Ramblin' Man	1973
4198	Depeche Mode	Never Let Me Down Again	1987
4199	Harry Belafonte	Island in the Sun	1957
4200	The Supremes	Back in My Arms Again	1965
4201	B*Witched	Rollercoaster	1998
4202	3OH!3 & Ke$ha	My First Kiss	2010
4203	Shalamar	The Second Time Around	1980
4204	Robin Gibb	Juliet	1983
4205	Grass Roots	Let's Live For Today	1967
4206	Weezer	Beverly Hills	2005
4207	Indeep	Last Night a DJ Saved My Life	1983
4208	Johnny Gill	Rub You the Right Way	1990
4209	Pink Floyd	Wish You Were Here	1975
4210	Stacie Orrico	There's Gotta Be More to Life	2003
4211	Mick Jagger	Sweet Thing	1993
4212	Fess Parker	Ballad of Davy Crockett	1955
4213	Martha & The Vandellas	Heat Wave	1963
4214	Blind Lemon Jefferson	Matchbox Blues	1927
4215	The Ames Brothers	Sentimental Me	1950
4216	Bing Crosby	San Fernando Valley	1944
4217	The Sweet	Funny Funny	1971
4218	Odyssey	Going Back to My Roots	1981
4219	The Four Tops	It's the Same Old Song	1965
4220	Parliament	Flash Light	1978
4221	Todd Rundgren	I Saw the Light	1972
4222	Tori Amos	Professional Widow (It's Got To Be Big)	1996
4223	Rick James	Super Freak	1981
4224	Al Green	I'm Still in Love With You	1972
4225	Ted Lewis & his Orchestra	In a Shanty in Old Shanty Town	1932
4226	Mariah Carey	I Still Believe	1999
4227	Bobby Vinton	My Melody Of Love	1974
4228	The Prodigy	No Good (Start the Dance)	1994
4229	Jimmy Ruffin	What Becomes of the Broken Hearted	1966
4230	The Jam	A Town Called Malice	1982
4231	Helen Reddy	Angie Baby	1974
4232	Robyn	Do You Know (What It Takes)	1997
4233	Joe Public	Live & Learn	1992
4234	The Supremes	Love is Here & Now You're Gone	1967
4235	Def Leppard	When Love & Hate Collide	1995
4236	Marti Webb	Take That Look Off Your Face	1980
4237	Kelly Marie	Feels Like I'm in Love	1980
4238	Neneh Cherry	Manchild	1989
4239	Bob Dylan	Positively Fourth Street	1965
4240	Joe Tex	I Gotcha	1972
4241	Adina Howard	Freak Like Me	1995
4242	Queensryche	Silent Lucidity	1991
4243	David Bowie	Jump They Say	1993
4244	The Everly Brothers	Crying in the Rain	1962
4245	Johnny Mathis	A Certain Smile	1958
4246	R Kelly	Gotham City	1997
4247	Spice Girls	Holler	2000
4248	Kenny G	Songbird	1987
4249	The Mixtures	The Pushbike Song	1971
4250	Boyzone	Father & Son	1996
4251	Ginuwine	Pony	1997
4252	Depeche Mode	Barrel of a Gun	1997
4253	2 In A Room	Wiggle It	1991
4254	Liberty X	Just a Little	2002
4255	The Music Explosion	Little Bit O' Soul	1967
4256	Jimmy Boyd & Frankie Laine	Tell Me a Story	1953
4257	McFadden & Whitehead	Ain't No Stoppin' Us Now	1979
4258	Pipkins	Gimme Dat Ding	1970
4259	Christina Aguilera	The Voice Within	2003
4260	Bert Williams	Nobody	1906
4261	Electric Light Orchestra	Rock 'n' Roll is King	1983
4262	The Staple Singers	Let's Do It Again	1975
4263	Maria Muldaur	Midnight At the Oasis	1974
4264	Tommy Dorsey	Once in a While	1937
4265	The Streets	Dry Your Eyes	2004
4266	Swing Out Sister	Breakout	1987
4267	Elton John	Sad Songs (Say So Much)	1984
4268	Sonny James	Young Love	1956
4269	Connie Francis	Lipstick On Your Collar	1959
4270	Of Monsters And Men	Little Talks	2012
4271	J-Kwon	Tipsy	2004
4272	Grass Roots	Midnight Confessions	1968
4273	Champaign	How 'bout Us	1981
4274	The Outhere Brothers	Don't Stop (Wiggle Wiggle)	1994
4275	The Rolling Stones	It's All Over Now	1964
4276	Glenn Miller	Tuxedo Junction	1940
4277	The Sandpipers	Guantanamera	1966
4278	Lonnie Donegan	My Old Man's a Dustman (Ballad of a Refuse Disposal Officer)	1960
4279	Jimmy Eat World	The Middle	2002
4280	The Beatles	She's a Woman	1964
4281	Queen	The Show Must Go On	1991
4282	Will Smith	Just the Two of Us	1998
4283	Santana	Oye Como Va	1971
4284	Perry Como	Surrender	1946
4285	Britney Spears	Overprotected	2002
4286	Midge Ure	If I Was	1985
4287	Dick Haymes	It Might as Well Be Spring	1945
4288	The Pointer Sisters	Automatic	1984
4289	Enrique Iglesias	Do You Know (The Ping Pong Song)	2007
4290	Pat Benatar	We Belong	1984
4291	The Bangles	A Hazy Shade of Winter	1988
4292	Nirvana	About a girl	1994
4293	Tommy Dorsey	Alone	1936
4294	Brandy	Sittin' Up In My Room	1996
4295	Jack McVea & his Band	Open The Door, Richard!	1947
4296	Cat Stevens	Lady D'Arbanville	1970
4297	Queen	Bicycle Race	1978
4298	Bill Justis	Raunchy	1957
4299	The Partridge Family	Doesn't Somebody Want To Be Wanted	1971
4300	Rammstein	Pussy	2009
4301	Journey	Who's Crying Now	1981
4302	Loreen	Euphoria	2012
4303	Dooley Wilson	As Time Goes By	1944
4304	Four Aces	Melody of Love	1955
4305	Seal	Prayer For the Dying	1994
4306	Sabrina	Boys (Summertime Love)	1987
4307	Jackie Wilson	Lonely Teardrops	1958
4308	Robbie Williams	Rudebox	2006
4309	Freddy Quinn	Junge komm bald wieder	1962
4310	Edwin Starr	Twenty Five Miles	1969
4311	Living In A Box	Living in a Box	1987
4312	Sting	We'll Be Together	1987
4313	Mariah Carey	Shake it Off	2005
4314	Doop	Doop	1994
4315	Jeanette	Porque te vas	1977
4316	Chuck Berry	School Day (Ring! Ring! Goes The Bell)	1957
4317	Frankie Goes To Hollywood	Rage Hard	1986
4318	Lisa Lisa & Cult Jam	Lost In Emotion	1987
4319	Vaughn Monroe	My Devotion	1942
4320	Girls Aloud	Sound of the Underground	2003
4321	Natasha Bedingfield	Pocketful Of Sunshine	2008
4322	Geri Halliwell	Look At Me	1999
4323	Hank Locklin	Please Help Me, I'm Falling	1960
4324	Rita Coolidge	We're All Alone	1977
4325	Del Shannon	Hats Off to Larry	1961
4326	John Sebastian	Welcome Back	1976
4327	Nitty Gritty Dirt Band	Mr Bojangles	1971
4328	Procol Harum	Homburg	1967
4329	Depeche Mode	Policy of Truth	1990
4330	White Plains	My Baby Loves Lovin'	1970
4331	Celine Dion	I Drove All Night	2003
4332	Robert Palmer & UB40	I'll Be Your Baby Tonight	1990
4333	Gary Barlow	Forever Love	1996
4334	Laurie London	He's Got the Whole World in His Hands	1958
4335	Boz Scaggs	Lowdown	1976
4336	Frank Sinatra	A Lovely Way To Spend An Evening	1944
4337	Sugar Ray	When It's Over	2001
4338	Bellini	Samba De Janeiro	1997
4339	Barry White	Never Never Gonna Give Ya Up	1974
4340	Jon & Vangelis	I'll Find My Way Home	1982
4341	Eternal	Stay	1994
4342	Mariah Carey	Obsessed	2009
4343	Ne-Yo	Mad	2009
4344	N Sync	This I Promise You	2000
4345	Dinah Shore	Sweet Violets	1951
4346	Mark Oh	Tears Don't Lie	1995
4347	Paul McCartney	My Brave Face	1989
4348	Electric Light Orchestra	Evil Woman	1976
4349	Milk & Honey	Hallelujah	1979
4350	Mary J Blige	No More Drama	2002
4351	Los Machucambos	Pepito	1961
4352	Young Money & Lloyd	Bedrock	2010
4353	Gala	Freed From Desire	1996
4354	Hole	Celebrity Skin	1998
4355	Technohead	I Wanna Be a Hippy	1995
4356	Bob Seger & The Silver Bullet Band	Against the Wind	1980
4357	Sergio Mendes & The Black Eyed Peas	Mas Que Nada	2006
4358	Connie Francis	Stupid Cupid	1958
4359	Jimmie Rodgers	Honeycomb	1957
4360	Good Charlotte	The Anthem	2003
4361	Avril Lavigne	Losing Grip	2003
4362	Drake & Rihanna	Take Care	2012
4363	Manu Chao	Me gustas tu	2001
4364	Stevie Wonder	My Cherie Amour	1969
4365	Vicki Lawrence	The Night The Lights Went Out In Georgia	1973
4366	Smokey Robinson	Cruisin'	1980
4367	Bobby Day	Rockin' Robin	1958
4368	Peter Gabriel	Games Without Frontiers	1980
4369	Bee Gees	Love So Right	1976
4370	Flo-Rida & Wynter	Sugar	2009
4371	Joni Mitchell	Big Yellow Taxi	1970
4372	Slade	Gudbye T'Jane	1973
4373	John Cougar Mellencamp	Small Town	1985
4374	Helen Forrest & Dick Haymes	I'll Buy That Dream	1945
4375	The Commodores	Easy	1977
4376	Kenny Rogers	She Believes (In Me)	1979
4377	Petula Clark	Chariot (I will follow him)	1963
4378	Westlife	If I Let You Go	1999
4379	Bob Seger & The Silver Bullet Band	Shame On The Moon	1983
4380	Sugar Ray	Someday	1999
4381	Timex Social Club	Rumors	1986
4382	Outlandish	Aicha	2003
4383	Crosby, Stills, Nash & Young	Ohio	1970
4384	Martin Solveig	Hello	2011
4385	Don Costa	Never On Sunday	1960
4386	Drake, Wizkid & Kyla	One Dance	2016
4387	The Del Vikings	Come Go With Me	1957
4388	Wes	Alane	1997
4389	Kay Kyser	Three Little Fishies	1939
4390	Empire of the Sun	We Are The People	2009
4391	Steve Lawrence	Go Away Little Girl	1963
4392	Ne-Yo	Let Me Love You (Until You Learn To Love Yourself)	2012
4393	Bonnie Raitt	I Can't Make You Love Me	1991
4394	Kanye West	Diamonds From Sierra Leone	2005
4395	Sister Sledge	He's the Greatest Dancer	1979
4396	Animotion	Obsession	1985
4397	Marion Harris	Tea For Two	1925
4398	MC Hammer	Addam's Groove	1992
4399	Leila K & Rob 'n' Raz	Got to Get	1990
4400	Louis Armstrong	When the Saints Go Marching In	1939
4401	The Go Gos	Our Lips Are Sealed	1981
4402	Argent	Hold Your Head Up	1972
4403	Red Hot Chili Peppers	The Zephyr Song	2002
4404	Michael Jackson	Give in to Me	1993
4405	Quad City DJs	C'Mon Ride the Train	1996
4406	Paramore	Misery Business	2008
4407	Tommy Dorsey	The Music Goes Round & Round	1936
4408	Adam Lambert	What Do You Want From Me?	2010
4409	Kraftwerk	Autobahn	1975
4410	U2	All I Want is You	1989
4411	Lyte Funkie Ones	Summer Girls	1999
4412	Johnnie Ray	Yes Tonight Josephine	1957
4413	Michelle Branch	All You Wanted	2002
4414	Billy Murray	Give My Regards to Broadway	1905
4415	O-Town	All Or Nothing	2001
4416	Kelly Clarkson	Mr Know It All	2011
4417	The Stylistics	I Can't Give You Anything (But My Love)	1975
4418	Bee Gees	Tomorrow Tomorrow	1969
4419	Tom Petty & The Heartbreakers	I Won't Back Down	1989
4420	Maroon 5	Wake Up Call	2007
4421	Londonbeat	A Better Love	1991
4422	The Sugababes	Hole in the Head	2003
4423	The Rolling Stones	She's a Rainbow	1967
4424	Bix Beiderbecke	In a Mist	1927
4425	Westlife	Queen of My Heart	2001
4426	Dr Dre, Eminem & Skylar Grey	I Need A Doctor	2011
4427	Ozark Mountain Daredevils	Jackie Blue	1975
4428	Bing Crosby & The Mills Brothers	Dinah	1932
4429	Climie Fisher	Love Changes Everything	1988
4430	Carpenters	Rainy Days & Mondays	1971
4431	Arthur Collins & Byron G Harlan	Alexander's ragtime band	1911
4432	Keith Sweat & Athena Cage	Nobody	1997
4433	Richard Marx	Endless Summer Nights	1988
4434	Ugly Kid Joe	Everything About You	1992
4435	De La Soul	Me, Myself & I	1989
4436	Danny Mirror	I Remember Elvis Presley (The King is Dead)	1977
4437	Radiohead	Karma Police	1997
4438	Alice Cooper	How You Gonna See Me Now	1978
4439	Connells	74-'75	1995
4440	Mary J Blige	Real Love	1992
4441	Julius Larosa	Eh, cumpari	1953
4442	Eddie Cochran	C'Mon Everybody	1958
4443	Prince	My Name is Prince	1992
4444	Kardinal Offishall	Dangerous	2008
4445	Nickelback	Gotta Be Somebody	2008
4446	Joe Walsh	Life's Been Good	1978
4447	Barbara George	I Know (You Don't Love Me No More)	1962
4448	Randy Newman	Short People	1978
4449	New Edition	Candy Girl	1983
4450	The Backstreet Boys	Inconsolable	2007
4451	Little Jimmy Osmond	Long Haired Lover From Liverpool	1972
